start_time,second_time,flow_sum,density,residence_time
2024-05-01 11:35:43,0.0,15.0,10.81,30.844
2024-05-01 11:40:43,300.0,20.490523541337712,10.126178926560033,24.66694326584063
2024-05-01 11:45:43,600.0,20.0,10.193411525118425,26.515962218757952
2024-05-01 11:50:43,900.0,18.471570624013125,10.87423062176151,27.045402889659826
2024-05-01 11:55:43,1200.0,21.528429375986867,10.001827722459419,25.09033289083105
2024-05-01 12:00:43,1500.0,12.273691146655729,10.524850844786219,25.788453624089772
2024-05-01 12:05:43,1800.0,16.82942374407878,9.733276386572342,24.81566891736866
2024-05-01 12:10:43,2100.0,15.32524859202299,8.266589852442683,30.938474901254768
2024-05-01 12:15:43,2400.0,13.15162333859662,11.066534084254407,25.085099393797428
2024-05-01 12:20:43,2700.0,8.731610159950767,6.822135078849574,26.271067363099604
2024-05-01 12:25:43,3000.0,19.189529173245834,11.48074218292491,27.99387727325965
2024-05-01 12:30:43,3300.0,18.192578170750863,9.75247322369732,26.88993083030767
2024-05-01 12:35:43,3600.0,14.886282496052536,8.716719779226924,26.045820975174383
2024-05-01 12:40:43,3900.0,17.655798490652444,10.241304181121707,28.249655765915033
2024-05-01 12:45:43,4200.0,19.08416197340997,9.337247154765363,25.385141698942213
2024-05-01 12:50:43,4500.0,18.447316400082038,9.126202827212142,21.417879908988823
2024-05-01 12:55:43,4800.0,22.886282496052534,8.875595782833322,21.05099393797428
2024-05-01 13:00:43,5100.0,14.495824847944231,6.942703666369327,20.47472195515476
2024-05-01 13:05:43,5400.0,18.463220319901556,7.576322031990156,20.233969608290536
2024-05-01 13:10:43,5700.0,28.0,9.893791961026016,20.53864477122074
2024-05-01 13:15:43,6000.0,13.54738229331145,6.691172876776366,22.430358133584054
2024-05-01 13:20:43,6300.0,25.0,7.7781154302737665,23.332735967379776
2024-05-01 13:25:43,6600.0,12.978794773574016,9.58819755575379,22.722832557843663
2024-05-01 13:30:43,6900.0,26.80132383423915,10.515255181345907,27.652793413108135
2024-05-01 13:35:43,7200.0,15.227435007894986,11.529864861453914,28.69286582876559
2024-05-01 13:40:43,7500.0,12.105367199835866,8.213943033340172,32.518078376589195
2024-05-01 13:45:43,7800.0,18.37680603739021,9.663260452804266,25.947197374064476
2024-05-01 13:50:43,8100.0,12.0,8.847041691824051,27.848044969043872
2024-05-01 13:55:43,8400.0,27.132670421272024,10.953565352554792,27.61365714903872
2024-05-01 14:00:43,8700.0,18.01815622892082,12.073546365181949,20.31521635660177
2024-05-01 14:05:43,9000.0,11.0,8.308747454383267,17.552043138591426
2024-05-01 14:10:43,9300.0,5.360902117570565,4.345467233610167,17.28597381914953
2024-05-01 14:15:43,9600.0,18.31769497631518,5.584332813692906,14.70196538870064
2024-05-01 14:20:43,9900.0,10.390457648108306,4.473073678753215,15.892151898850814
2024-05-01 14:25:43,10200.0,15.677800405482053,6.328065172329873,18.871945855964142
2024-05-01 14:30:43,10500.0,8.710404933524785,5.165348028832164,16.99692065891684
2024-05-01 14:35:43,10800.0,11.414711872039396,5.5812684793848195,15.980754585706237
2024-05-01 14:40:43,11100.0,10.0,4.842519647440451,17.25421824986091
2024-05-01 14:45:43,11400.0,8.479920928124681,5.851593147104139,19.60142909313915
2024-05-01 14:50:43,11700.0,14.35864980846957,7.15565017346049,18.243367856497493
2024-05-01 14:55:43,12000.0,21.862824960525188,8.548449740920795,19.02167235725409
2024-05-01 15:00:43,12300.0,16.11146519484604,6.298797712327144,20.638340173158426
2024-05-01 15:05:43,12600.0,10.951491552137881,6.3389424938009045,16.45029948751244
2024-05-01 15:10:43,12900.0,7.661896485662744,5.248359350074196,18.026131341430947
2024-05-01 15:15:43,13200.0,6.353348501862835,4.226888461352784,18.29719471234309
2024-05-01 15:20:43,13500.0,13.731610159950787,7.198150833528147,19.33700666528028
2024-05-01 15:25:43,13800.0,17.87183419693093,6.783977357515983,20.818348421258754
2024-05-01 15:30:43,14100.0,10.054606442872384,5.993617286542306,19.1892459193923
2024-05-01 15:35:43,14400.0,13.635389952630085,6.663375823381528,17.443455939861213
2024-05-01 15:40:43,14700.0,20.276740144160755,8.249779200255633,18.245316912885293
2024-05-01 15:45:43,15000.0,4.894632800164101,4.598972685293402,16.85873409898594
2024-05-01 15:50:43,15300.0,15.9749490876652,6.694707739356094,17.373882191261725
2024-05-01 15:55:43,15600.0,19.507224149560844,8.284642626722713,20.04691164748969
2024-05-01 16:00:43,15900.0,13.498873845449275,7.243147538866667,16.3010576641612
2024-05-01 16:05:43,16200.0,26.168982879113607,6.183053910784411,18.392415356067247
2024-05-01 16:10:43,16500.0,5.989397386786888,4.487508385894919,18.0
2024-05-01 16:15:43,16800.0,15.0,5.86,18.0
