start_time,second_time,car_value,bus_value,truck_value,car_flow,bus_flow,truck_flow,flow_sum,density,residence_time
2024-05-01 11:52:27,0.0,9.43,0.25,1.25,48.0,1.0,8.0,30.0,10.93,23.16
2024-05-01 11:57:27,300.0,10.876756735685316,0.6577032400244539,0.8021624360908981,306.54049207622575,5.337836784265777,35.01351035279733,44.702694274126216,12.336622411800667,18.56171481016263
2024-05-01 12:02:27,600.0,10.677028502027913,1.2729699386854365,0.7997321318740294,590.4864506650364,10.02702070559466,60.0,25.83787576643204,12.749730572587378,21.236764616897688
2024-05-01 12:07:27,900.0,9.104046089049278,0.4441905482971468,1.8101397813879208,865.4593519951093,16.013510352797333,104.02702070559467,31.081062116783997,11.358376418734347,21.23502475973995
2024-05-01 12:12:27,1200.0,12.329733691160678,0.7740554447691742,0.3218922290349513,1173.486372700704,22.0,113.0,33.48652862936892,13.425681364964804,22.754719704128195
2024-05-01 12:17:27,1500.0,9.67432253325182,0.0,1.8181023134617724,1391.6755176398665,29.0,141.37836784265778,28.581023134617723,11.492424846713593,17.09124716253131
2024-05-01 12:22:27,1800.0,7.549445552308265,0.012969938685439579,1.1594666026780276,1700.0808282237867,30.05404141118933,155.0,35.18914493916266,8.721882093671733,15.850571435600624
2024-05-01 12:27:27,2100.0,10.989736809733976,0.42851152226231914,0.7664802914827707,2012.4997271248362,39.72971497972088,182.91885991888353,51.445997570976914,12.184728623479067,15.382249993849456
2024-05-01 12:32:27,2400.0,10.651873517595153,0.044595858881067485,1.241362729929607,2328.7023824167964,44.0,209.70269427412623,39.297305725873784,11.937832106405828,23.24520054817608
2024-05-01 12:37:27,2700.0,11.929454908028157,0.10594689416080076,1.1151292562030353,2596.8644286860317,46.0,235.08106211678398,53.756813649648045,13.150531058391993,18.52887495387092
2024-05-01 12:42:27,3000.0,10.03243654136347,0.5013588317129849,0.9553963446856804,2983.6212423356797,53.0,262.51347137063107,45.59468941608009,11.489191717762136,10.680539478539904
2024-05-01 12:47:27,3300.0,9.27344954061796,0.1837867969998787,1.070823095461044,3276.6616174654064,59.0,289.0,42.74306940385315,10.528059433078884,11.05235514960197
2024-05-01 12:52:27,3600.0,9.664064800489069,0.04270207055946658,0.9113486963497597,3652.783366569248,60.0,309.162124233568,46.405544476917356,10.618115567398295,9.840779443750446
2024-05-01 12:57:27,3900.0,6.422081127952326,0.0060812180454489296,0.5286396090003707,93.49949323183897,1.0,4.391878195455107,38.0,6.956801954998147,9.758665315284903
2024-05-01 13:02:27,4200.0,6.8116064291125085,0.10945724695813237,0.8651370526362853,344.81030931051004,6.0,37.3782898783253,42.43256518251206,7.786200728706927,10.97159358012804
2024-05-01 13:07:27,4500.0,9.364365413634689,0.14270207055946635,0.6229559051055908,573.3510352797332,10.0,65.27020705594663,32.39203412412007,10.130023389299746,11.71762124233568
2024-05-01 13:12:27,4800.0,7.417318200166982,0.08918548061553541,1.0424310838601947,837.7832106405828,13.0,89.40538854825243,36.189222903495136,8.548934764642713,11.290970753903533
2024-05-01 13:17:27,5100.0,8.270515465525493,0.11540648004890745,0.743509573154006,1107.1612666259105,21.743225332518207,104.48645066503641,47.864506650364184,9.129431518728406,10.584578104958444
2024-05-01 13:22:27,5400.0,7.3387144547595735,0.27189378832160155,1.3091823620422345,1345.6212423356797,26.081062116783986,128.24318635035195,19.405310583919924,8.919790605123408,15.88490041113206
2024-05-01 13:27:27,5700.0,7.303832241545463,0.18905505494751199,2.5174774726380393,1586.3511912083982,33.83779780209952,158.93229230734832,32.10862857270624,10.010364769131012,19.974664789978963
2024-05-01 13:32:27,6000.0,10.922171012167475,0.24758294971965888,1.2467434817487875,1789.2424846713593,38.0,188.75673568531553,31.891449391626253,12.41649744363592,27.394562222179804
2024-05-01 13:37:27,6300.0,12.105427530418687,0.9382647045061281,1.1099672549803408,2004.4046089049273,42.0,204.09457246958132,27.040297165394424,14.153659489905158,25.275144693140867
2024-05-01 13:42:27,6600.0,10.431100319306918,0.011351814923058264,2.0364818507694173,2165.9722776154126,44.432409253847084,222.86481850769417,23.918548061553388,12.478933984999394,21.57251519755854
2024-05-01 13:47:27,6900.0,10.47292160079931,0.111091743230332,1.6852729358075829,2403.120579638854,50.0,266.3107381143386,43.702460381128816,12.269286279837225,19.816705621343992
2024-05-01 13:52:27,7200.0,10.326203067636904,0.11567668710485347,0.14918236204223906,2655.458650316117,56.0,303.10808282237866,29.432331289514654,10.591062116783997,11.214724114021195
2024-05-01 13:57:27,7500.0,3.5644202139002132,0.15540803933555614,0.5589183921328887,2783.5673568531556,56.0,320.44591960664445,11.216321573422245,4.278746645368658,8.10486060843374
2024-05-01 14:02:27,7800.0,6.001005202821293,0.028111669181672155,0.06676141354526358,2945.053807518192,60.78375639091021,330.0,13.676141354526358,6.095878285548229,6.13454590718994
2024-05-01 14:07:27,8100.0,2.0341297361178183,0.12297695547536144,0.7241928872271213,3058.972745401408,63.0,339.364779525528,15.392034124120052,2.8812995788203013,6.544186128932375
2024-05-01 14:12:27,8400.0,6.563476048491025,0.0,0.3867762267684439,3175.7828987832527,63.0,357.0,26.216009716092262,6.950252275259468,8.62845027671557
2024-05-01 14:17:27,8700.0,2.972573983821421,0.03649198613264629,0.6085193186955711,143.1617344119053,2.0,21.79726674370752,15.0,3.617585288649638,7.68491842770766
2024-05-01 14:22:27,9000.0,4.188867715316778,0.0,0.5689378832160081,302.6477952552796,4.0,32.13510352797332,17.621242335679838,4.757805598532786,7.037946738232136
2024-05-01 14:27:27,9300.0,5.331768594924147,0.08162358126565529,0.6921647750208737,471.6211643713471,6.0,47.0,24.54119375521843,6.105556951210676,6.727072047014192
2024-05-01 14:32:27,9600.0,4.2705388548252445,0.1810777096504888,0.5478445806990224,619.9724335440782,9.0,58.810777096504886,17.378445806990225,4.999461145174756,7.473614069617092
