start_time,second_time,car_value,bus_value,truck_value,car_flow,bus_flow,truck_flow,flow_sum,density,residence_time
2024-05-01 11:41:03,0.0,10.08,0.0,0.21,37.0,0.0,2.0,33.0,10.29,19.396
2024-05-01 11:46:03,300.0,8.313821073439968,0.0,0.1935480412256052,270.325248592023,2.0,33.745261770668854,23.509476458662288,8.507369114665574,19.056725213846946
2024-05-01 11:51:03,600.0,9.127407571524662,0.178316760531801,0.6889078711425514,510.1031148907345,9.0,65.74526177066886,31.745261770668854,9.994632203199016,19.93240758116693
2024-05-01 11:56:03,900.0,9.735117287677639,0.0543896609597047,0.5257693782384907,749.2115310880755,15.0,102.23578531200656,27.292644063980312,10.315276326875832,21.72740326343763
2024-05-01 12:01:03,1200.0,9.013723014191875,0.6826759315164539,0.23189529173245776,986.7346591574559,17.0,121.0,28.509476458662288,9.928294237440788,20.26225558405053
2024-05-01 12:06:03,1500.0,8.122882772018867,0.4830549898629479,0.9186878519942578,1252.2577872268362,20.0,150.72630885334428,28.542080986704946,9.524625613876072,23.406831915596115
2024-05-01 12:11:03,1800.0,9.969749490876652,0.8439801126381618,0.057642146879934346,1500.6019887361838,23.235785312006566,163.47157062401314,24.122067808059086,10.871371750394749,21.25020605253484
2024-05-01 12:16:03,2100.0,8.541768120070424,0.0,1.2109847251642138,1740.5777345122528,25.0,187.216832394682,26.975745776068973,9.752752845234637,20.159522482300595
2024-05-01 12:21:03,2400.0,10.127960225276322,0.0,0.19113717503947464,2007.507224149561,25.0,198.98104708267542,27.113717503947463,10.319097400315798,23.695262642817067
2024-05-01 12:26:03,2700.0,10.108528812796061,0.7353677968009846,1.0492564395139936,2250.8051695201475,33.0,219.7073559360197,19.1948304798523,11.893153049111039,22.35716833358909
2024-05-01 12:31:03,3000.0,9.552736911466559,0.0,0.6356792858744321,2496.978794773574,37.0,233.1789265600328,28.55798490652448,10.18841619734099,20.42912691987705
2024-05-01 12:36:03,3300.0,8.988886725612629,0.3502650653303263,0.10786216602823033,2743.9628908537543,41.0,253.5989397386787,29.98409608018042,9.447013956971187,19.376602113328786
2024-05-01 12:41:03,3600.0,8.951268479384822,0.09926440639802993,0.9231450822269974,2989.7324068483545,42.47157062401313,280.4147118720394,30.471570624013133,9.97367796800985,16.321607820861246
2024-05-01 12:46:03,3900.0,8.501556067806154,0.0034420150934755794,0.7147832755131722,3296.1448664112927,46.0,301.34420150934756,43.032604528042675,9.219781358412803,14.432832289373827
2024-05-01 12:51:03,4200.0,7.726376422617318,0.0,0.9647222955630643,3631.1554690245057,49.0,330.216832394682,32.43366478936399,8.691098718180381,16.469770945288282
2024-05-01 12:56:03,4500.0,8.925049718404594,0.0,0.2685288127960622,3929.5785312006565,55.0,363.0894632800164,40.08946328001641,9.193578531200655,16.057119156566664
2024-05-01 13:01:03,4800.0,7.703790583464916,0.020469150710544004,0.1621298670877298,4240.166071637718,58.0,388.0,22.341152511842402,7.886389601263189,15.793054884554893
2024-05-01 13:06:03,5100.0,4.547661914848769,0.0500835030411154,0.662404276863186,4522.851425658909,62.0,412.5041751520558,17.322199594517947,5.26014969475307,10.816892219929175
2024-05-01 13:11:03,5400.0,6.160298310427565,0.3607515273700413,0.7217216963272849,4780.464813696709,66.7073559360197,444.12206780805906,35.90298310427565,7.242771534124891,11.510094951475525
2024-05-01 13:16:03,5700.0,6.97098748028642,0.008400263572917479,0.5836142329375439,5049.819617819269,73.0,471.5799868213541,33.78011860781287,7.5630019767968815,11.47201000597722
2024-05-01 13:21:03,6000.0,4.251683239468198,0.0,0.5002120522642596,5321.5997364270825,74.0,497.9052354133771,17.715706240131297,4.751895291732458,11.854464502215205
2024-05-01 13:26:03,6300.0,5.456019887361838,0.0,0.9154353660740278,5589.106960576643,81.0,522.325248592023,25.62624296011485,6.371455253435865,11.693283919982063
2024-05-01 13:31:03,6600.0,5.315758954714803,0.47583035818859215,2.0184810114918403,5827.540625366008,87.0,555.7915179094296,29.593638432072204,7.810070324395236,11.607355476218363
2024-05-01 13:36:03,6900.0,4.599937642488812,0.018589792746163705,0.5757031865265336,6086.916634714994,88.0,581.2820414507672,19.788468911924557,5.194230621761509,12.404137630398116
2024-05-01 13:41:03,7200.0,6.829360009006469,0.0,0.13174146429610922,6333.407954944735,91.0,600.8862824960526,29.65884748815752,6.961101473302578,11.978222537327344
2024-05-01 13:46:03,7500.0,6.494201509347558,0.0018422786663931101,0.4192377506237184,6581.7627590672955,93.0,632.8157721333607,24.18422786663931,6.91528153863767,12.456562836975516
2024-05-01 13:51:03,7800.0,7.478117886913426,0.0757243320564616,0.7299258414040144,6876.028896598244,95.0,662.4420150934756,37.62319396260979,8.283768060373902,15.37645893411721
2024-05-01 13:56:03,8100.0,4.609626451897885,0.0,0.19753474318671,7109.903779792679,99.0,696.0,21.244135616118133,4.807161195084595,8.795855890786589
2024-05-01 14:01:03,8400.0,3.1164758594265147,0.30479261995831525,0.40249574678835387,62.637642261731834,2.4336647893639873,10.867329578727976,12.601988736183925,3.8237642261731835,9.034826289644496
2024-05-01 14:06:03,8700.0,5.258776268314653,0.0,0.06594435120475978,227.45036539758718,5.0,21.612591349396798,20.40556487952402,5.324720619519414,7.398966910265057
2024-05-01 14:11:03,9000.0,2.632862705567519,0.0,0.6427435007895009,314.43141248026245,7.0,38.17892656003281,13.105367199835953,3.2756062063570193,8.475834095966636
2024-05-01 14:16:03,9300.0,4.008861447399439,0.0020622978146889424,0.6686573620192109,477.6186893444067,8.051557445367223,67.10311489073445,19.74221277316388,4.679581107233338,8.023711283202765
